SELENOT	6205
SNRPG	6188
ZNHIT1	6188
RSL1D1	6186
HLA-DQA1	6171
SNRPC	6158
MIR155HG	6145
PIN1	6140
PMVK	6130
PHB2	6117
NELFCD,CTSZ	6103
MICOS10	6097
HNRNPF	6066
LSM7	6066
RALY	6066
SSU72	6063
UXT	6053
PRDX2	6045
MRPS33	6025
PSMA5	6023
C11orf58	6018
LTAP1	6016
LTB	6008
ENY2	6003
RABAC1	6000
ACP1	5992
SRSF5	5962
NDUFC2	5959
CIAO2B	5940
UBXN4	5919
SMARCB1	5917
IRF4	5902
ELOC	5901
MORF4L1	5900
SSNA1	5895
EIF5	5894
IFI44L	5892
MLEC	5892
MRPL57	5891
STUB1,JMJD8	5878
TXNL4A	5877
RGS10	5873
PGLS	5864
CD79B	5849
HNRNPH1	5843
KRT10	5841
PNISR	5812
MRPS15	5806
AP2M1	5766
DDX46	5756
FKBP11	5756
SNF8	5738
HAX1	5714
PTTG1	5704
PAPOLA	5687
TMEM59	5686
NDUFA2,TMCO6	5673
IRF7	5672
WDR38,RPL35	5671
LRWD1,POLR2J	5667
SCAND1	5648
CIB1	5644
FUS	5621
ATF4	5619
TOMM40	5573
EIF4G2	5572
PCBP2	5563
PDIA4	5553
CCT6A	5525
GHITM	5510
RPL31,TBC1D8	5509
PSMC5	5508
SNRNP25	5504
PSMD4	5490
CCDC28B	5487
SNRPA1	5484
ILF2	5477
MOV10,RHOC	5474
RNASEH2C	5464
PPM1G	5457
PRDX6	5457
POLE4	5452
POLR2L	5447
PDCD6	5434
PA2G4	5426
PRRC2C	5420
ARHGDIA	5388
SH3KBP1	5382
RAD23A,GADD45GIP1	5377
PSMB5	5374
HNRNPD	5372
BID	5371
ETFB	5367
PSIP1	5365
CAP1	5358
VDAC3	5357
GYPC	5356
ANXA2	5355
FXYD5	5344
TMEM14B	5342
HCLS1	5340
HLA-DQB1	5337
CHMP2A	5334
ATP6V1G1	5329
CACYBP	5327
MDH1	5326
ATP5MF	5314
RPS28	5310
PRDX1	5305
NDUFB5	5293
STAT1	5292
TIMP1	5292
PDAP1	5264
ATOX1	5242
NDUFV1	5235
CD47	5232
HNRNPR	5212
DYNLRB1	5204
MRPS6	5203
DTNB,DTNB-AS1	5192
RNPS1	5191
DNAJC3	5182
ANXA6	5173
LITAF	5159
TMEM167A	5159
NDUFA8	5154
UBE2L6	5149
TMEM208	5147
PPP1CC	5145
TLE5	5129
SEC62	5116
MKI67	5113
RWDD1	5111
PPP4C	5105
ZNF79,RPL12	5103
PSAP	5095
GRN	5087
SELENOS	5084
CMTR1,CCDC167	5083
IFI16	5082
RPL7A,SURF1	5082
C11orf98,LBHD1	5078
UQCRC2	5078
NENF	5067
DEK	5064
NPAS1,TMEM160	5064
BLOC1S1	5026
TAGLN2	5026
AUP1	5013
NDUFA12	4999
NDUFAF8	4994
ORMDL1	4992
ECH1	4980
FABP5	4976
DDOST	4974
SPAG7	4974
HNRNPM	4973
NUCKS1	4972
MRPL23	4970
ERGIC3	4964
CDK2AP2	4956
BUB3	4937
NUDC	4928
EAF2	4918
MRPL27	4908
RBMX	4908
BLK	4907
SEM1	4906
ZC3H15	4904
MOB1A	4903
ST13	4900
XRCC6	4886
SF3B2	4884
PRDX3	4859
COPZ1	4842
POLR3K	4833
FCRLA	4805
ANP32E	4803
PTP4A2	4795
AKR1A1	4789
SRSF11	4788
RIBC1,HSD17B10	4782
NAA10	4769
CANX	4762
AP3S1	4758
TMEM230	4758
PPIG	4753
DNAJC15	4747
DCTPP1	4745
TXNDC5,BLOC1S5-TXNDC5	4740
PTPN6	4739
MRPS16	4734
MCRIP2	4728
POP7	4728
RAP1A	4726
SSR1	4726
FIBP	4709
SPCS3	4709
CSDE1	4708
RPL39	4708
SP100	4687
MRPL18	4684
PNN	4677
ENSG00000273154,LIME1	4673
BCL2L2-PABPN1,PABPN1	4659
GRB2	4659
ITGB1BP1	4657
CD37	4656
CSNK2B	4651
CFLAR	4644
FKBP8	4639
DTYMK	4633
OCIAD2	4629
REEP5	4620
MIR142HG	4612
YWHAZ	4610
P2RX5-TAX1BP3,EMC6	4600
PSMD7	4600
ATP5PD	4598
NDUFA13	4591
SARAF	4581
COA4	4580
BASP1	4565
YWHAQ	4551
CBX5	4548
POLR2K	4545
SLC25A39	4545
GLRX5	4540
TASOR2,GDI2	4538
FDPS,RUSC1-AS1	4536
PIGY,PYURF	4532
COX17	4525
NDUFAF3	4522
IMP3	4521
NDUFB4	4519
ARLN	4505
FIS1	4502
SS18L2	4502
HNRNPU	4492
OXA1L	4481
CBX6	4477
ZFAND6	4472
COX14	4462
PMAIP1	4458
VCP	4455
TGIF2-RAB5IF,RAB5IF	4454
DCTN3	4453
SRA1,EIF4EBP3	4446
EBNA1BP2	4440
POLR2F	4435
CLPP	4430
GNG7	4414
NDUFB3	4414
MTCH2	4413
CCL22	4412
NOL7	4392
BATF	4388
EIF4A2	4376
FAM174C	4373
PFDN2	4370
RNH1	4370
TYMS,ENOSF1	4369
MRPL40	4368
ENSG00000167774,NDUFA7	4365
KPNB1	4363
MRPS7	4346
MEF2C	4342
ACO2,POLR3H	4338
MRPL54	4331
CENPX	4327
CCT2	4319
MRPL53,CCDC142	4317
MCTS1	4314
MRPS21	4314
CCT7	4304
RHOG	4304
ELOF1	4302
RBCK1	4291
WDR1	4287
GPX3,TNIP1	4272
NBDY	4272
COMMD3	4267
TXNL1	4266
ENSG00000274425,ICAM3	4264
DGUOK	4258
MRPS11	4234
SH3BGRL	4233
SEPTIN6	4228
TSPAN31,CDK4	4228
CDKN1A	4221
STRAP	4216
MRPL22	4214
MRPS18B	4209
KHDRBS1	4204
NPM3	4199
ANP32A	4193
CD99	4192
CLEC2D	4183
IFI35	4177
IMP4	4175
UCP2	4171
TMEM147	4169
MSN	4155
TCL1A	4155
APEX1	4144
NUTF2	4144
SNRPB2	4140
ENSG00000268173,IFI30	4135
GSTK1	4125
LAMTOR2	4124
TIMM17A	4124
NONO	4115
TMEM243	4105
ATP5MK	4095
PRDX4	4095
SOD1,SCAF4	4095
ARF6	4093
MORF4L2	4090
NDUFA1	4087
NR1H2	4086
IFT25	4085
LUC7L3	4080
ECHS1	4077
PRPF40A	4076
RPL36A	4074
ZCRB1	4074
CIAO2A	4064
SRP19	4064
GPR160	4062
TAF9	4062
DESI1	4049
EIF6	4047
LSM10	4041
RRM2	4039
HNRNPA1L3	4037
RBM25	4032
TMEM50A	4032
MRPL28	4020
TAPBP	4014
APOBEC3C	4009
MRPL36	4005
ENSG00000260272,ATP6V0C	4000
ZNF207	3994
NPC2	3991
NCOR1	3980
TIMM10	3979
CNN2	3974
ARL5A,ENSG00000283228	3970
CYTIP	3969
SUMO3	3967
BABAM1	3965
TOP1	3965
DNAJA1	3963
VDAC2,COMTD1	3961
PSMB4	3960
SMC1A	3959
HNRNPA0	3958
COA1	3956
NT5C	3956
ARGLU1	3948
IGBP1	3928
MAF1	3925
NDUFS2	3925
THOC7	3925
RALY,EIF2S2	3923
SNRNP70	3922
MRPL34	3921
MRPL4	3911
ATRAID	3910
NDUFS3	3910
SUPT4H1	3904
PLEK	3896
LRTOMT,TOMT,ANAPC15	3890
SLC25A4	3884
TXNDC17	3878
YBX3	3866
MRPL21	3862
VPS28	3847
RBM39	3845
ATP1B3	3841
CLNS1A	3833
LSM8	3821
HLA-DMB	3818
UQCRC1	3799
PSMB8-AS1,TAP1	3797
PSMD9,ENSG00000256950	3795
VMP1	3785
ANAPC5	3776
N4BP2L2	3775
SRP72	3774
NSA2	3772
TMEM219	3770
ENSG00000253356,LSM1	3764
GSTO1	3750
RPN2	3745
KXD1	3743
TOMM20	3740
TRIM14,NANS	3738
TBCB	3737
GNAI2	3732
EME1,LRRC59	3729
METTL26	3728
MRPL13	3725
NOP56	3723
SNRPF	3718
BTG2	3715
YIF1A	3714
MIEN1	3713
CCR7	3710
DNAJC8	3707
PSMC3	3699
HSPA9	3694
DNMT1	3693
TMEM14C	3691
SAT1	3689
NAA38	3683
TNFRSF13C	3680
BAG1	3676
MED28	3675
FKBP2	3674
CNPY2	3671
CD164	3670
LY86	3664
SLTM	3658
SP110	3654
STK4	3653
ZNF740,ITGB7	3645
MRPS14	3642
SRRM1	3641
PDCD2	3634
NDUFS7,NDUFS7-AS1	3630
MLF2	3628
PNRC1	3616
MRPL37	3613
WASF2	3609
CNPY3	3603
PLEKHO1	3601
CCDC12	3600
IGHG3	3599
ZNF593OS,ZNF593	3597
CSNK1A1	3593
RBM17	3592
QARS1	3590
MTHFD2	3588
CD40	3586
BCAS4	3572
TRAPPC2L	3572
EWSR1	3570
SSRP1	3570
VAPA	3567
POLD2	3562
ACAP1	3560
RAB7A	3560
PKIG,ADA	3545
LMAN1	3535
UBE2L3	3534
CCL3-AS1,CCL3	3525
EIF5B	3525
KPNA2	3525
CTDNEP1	3524
TLK1	3518
CBX3	3516
SDHB	3509
EBI3	3508
EIF3A	3508
CCNG1	3500
TMBIM4	3500
MMADHC	3499
ARF4	3498
MYL6B	3488
CENPM	3485
FAAP20	3481
FAM136A	3478
AKR1B1	3465
MACROH2A1	3462
BANF1	3460
CHMP4B	3456
RNF181	3456
SEC61A1	3456
NDUFA10	3454
TMED3	3453
CD44	3450
DDT	3449
RTF2	3439
TKT	3439
HNRNPU,ENSG00000273175	3433
NUDT5	3421
ERLEC1	3420
HINT2	3419
HM13	3417
TRA2B	3417
LRRFIP1	3415
DDX39A	3409
PRELID3B	3406
TMED10	3404
PLP2,PRICKLE3	3403
DNAJB11	3394
SRSF4	3394
SLBP	3384
DNPH1	3379
MRPL52	3379
PLEKHJ1	3374
PSMD2	3373
GET3	3372
RAB1A	3370
CDC37	3364
EIF4B	3364
KRTCAP2,ENSG00000273088	3363
DSTN	3362
TNFAIP8	3355
METTL5	3349
ESD	3340
SDHC	3340
SMC4	3337
MRPS25	3333
SUCLG1	3333
BRD2	3329
FAM162A	3326
RAB2A	3324
SRSF10	3322
TRAM1	3321
CMPK1	3315
GLRX3	3308
MGST3	3307
TPD52	3306
ARL6IP5	3300
HIKESHI	3297
PRPF31	3296
LAT2,RFC2	3295
YWHAH	3293
RNF126	3292
ETNK1	3287
BIRC5	3286
EBP	3286
TCEA1	3284
SH3GLB1	3274
SF1	3273
RTN4	3255
S1PR4	3254
BLOC1S2	3253
SNRPD3	3253
TMEM123	3252
TRAPPC3	3251
PPDPF	3246
ITGA4	3243
NAXE,GPATCH4	3242
RPA3	3241
EIF4EBP1	3233
MICOS13	3226
CHMP4A	3222
GNB2	3222
ZWINT	3219
RAB5C	3218
USP16	3213
MFF	3212
EIF2A	3210
ERG28	3209
SMIM14	3206
RPF1,GNG5	3205
VPS25	3204
ANXA11	3203
TIMM8B	3202
SELENOF	3198
TTC3	3193
ENTPD1	3189
CHMP5	3180
OCIAD1	3179
ACADM	3173
POLDIP2	3167
PSMG2	3167
VASP	3163
MARCKS	3156
PNOC	3155
TMEM126A	3151
COX16,SYNJ2BP-COX16	3150
MGLL	3149
LMNA	3148
POU2AF1	3146
GPR183	3142
MRPL17	3137
NDUFB6	3136
NT5C3A	3136
FSCN1	3130
SLX9	3130
SEPTIN11	3127
NUDCD2	3125
MESD	3122
EZR	3121
CDC123	3120
MEA1	3118
NDUFS7	3117
RPL23A,ENSG00000264577	3114
COPS9	3112
SND1	3112
ZRANB2	3102
RPL41	3101
CD320	3095
TUBA1C,ENSG00000258232	3095
ZNF428	3092
CISD2	3089
PTRHD1	3087
ANTKMT	3083
C18orf32,RPL17-C18orf32	3077
NASP	3075
CLTB	3068
STK17A	3068
TAF15	3068
ZNF652	3067
CCT4	3065
CCM2	3062
LGALS9	3062
SARNP,ENSG00000257390	3061
NOP16	3057
NUDT22,ENSG00000256116	3056
MRPL55	3055
ADI1	3052
NDUFAF3,IMPDH2	3052
RNASEH1	3051
DMAC1	3050
PHF19	3047
UFD1	3045
CREM	3043
UBE2V2	3042
ETFA	3040
H2AX	3038
NDUFS4	3034
BAZ1A	3032
UROS	3031
HDLBP	3030
DNAJC7	3026
TSC22D4	3020
TERF2IP	3019
SAR1A	3014
HMGA1	3013
HNRNPH3	3013
COPS6	3012
TSPO	3012
MRPL32	3011
SNHG8	3008
APOBEC3G	3007
PSMC4	3003
POLR2I	2992
ANXA7	2989
LAP3	2987
DCXR	2986
CD59	2978
BLNK	2975
VPS29	2973
TMEM106C	2969
HPS1	2967
PCNA	2964
HDDC2	2963
SNRPA	2962
PGAM1	2960
POU2F2	2960
CISD1	2959
MYCBP2	2959
AHSA1	2958
BCL2L12	2957
PNKD	2957
APH1A	2951
TYMP	2951
MTPN	2949
PAICS	2949
ARL2	2940
EPRS1	2939
RPS6KB2,RPS6KB2-AS1	2936
TMEM120B,RHOF	2935
ARPC1A	2934
SNX5	2934
CWC15	2933
EI24	2933
NDUFA9	2933
LYPLA1	2927
MRPL3	2924
NDUFA5	2920
TAF1D	2920
MYO1G	2918
TRADD	2918
EIF4H	2904
MYH9	2904
KIF5B	2902
GRHPR	2900
LYRM4	2900
SYF2	2896
EIF1AX	2895
HNRNPA3,NFE2L2	2895
SEPTIN9	2886
KARS1	2883
EIF4E2	2881
CHST12	2880
EEF1E1	2879
ANXA5	2873
GNL3,GLT8D1	2868
MRPL47	2866
VBP1	2863
DERL2	2862
ERP44	2858
EXOSC1	2856
RABL6	2848
MRPL16	2847
CNP,DNAJC7	2846
CHCHD1	2842
CCDC124	2840
MATR3	2838
PPA2	2837
LAGE3	2834
NOSIP	2834
FDFT1	2832
PSMD14	2830
TRAF3IP3,C1orf74	2829
PYCARD,PYCARD-AS1	2828
CDC42SE2	2827
PCBD1	2827
POP5	2825
SLIRP	2825
CCND2	2823
TMCO1	2823
MSC	2822
RNASEH2B	2822
TRIAP1	2818
CCT5,CCT5-AS1	2814
MPC1	2811
RAB11A	2811
HSBP1	2809
IL2RG	2804
MAGOH	2804
MRPS23	2803
OAS1	2797
WTAP	2796
TCF25	2784
TIMM9	2784
BUD23	2783
CHTOP	2782
GSPT1	2782
CARHSP1	2777
SPATS2	2777
IK	2774
MRPL15	2771
BIRC3	2765
DUSP22	2765
SDHD	2765
ENSG00000267740,NDUFA11	2763
ABI3	2761
LPXN	2761
POLR2G	2760
ITPA	2759
AK2	2758
DKC1	2755
DPH1,OVCA2,ENSG00000262533	2752
PRPF38B	2752
SMARCC1	2743
CCNC	2741
NUBP2	2738
TUBA4A	2737
UBE2E1,NKIRAS1	2734
ELF1	2732
DDX21	2727
ARID3A	2726
MRPL38,ENSG00000267426	2726
SEPTIN1	2725
TIFA	2725
ENSG00000273154,LIME1,ENSG00000273047	2723
IKZF3	2722
TPR	2722
MED10	2715
SYNGR2,TK1	2712
MCUB	2711
SMC3	2711
MRPS26	2706
ADK	2705
MRPL43	2705
SEPHS2	2703
ILF3	2700
HNRNPAB,PHYKPL	2699
PSMG3	2699
CDKN3	2696
URM1	2696
AP3D1	2694
ANKRD10	2692
SBNO1	2692
NDUFS3,PTPMT1	2690
TRAPPC6A	2686
PPP1R14B	2685
ARID5A	2684
TAF10	2684
VKORC1	2680
EIF2AK2	2676
NANOS1,EIF3A	2674
IDI1	2673
EFHD2	2671
PTGES2	2669
ELAVL1	2668
PSMD13	2668
PRPF38A	2667
RRP7A	2667
IGLV2-23	2664
ACADVL	2662
DDX24	2660
PIH1D1	2660
SCP2	2658
LRPAP1	2655
NCBP2	2649
SPG21	2648
CDC20	2645
DUSP2	2645
PFDN6	2645
ZFP36	2644
TYW3	2642
SRSF6	2639
NABP2	2636
SKA2	2636
CAMTA1	2635
RSPH9,MRPS18A	2634
TSIX,XIST	2634
STMP1	2633
MRPL42	2632
TEX264	2632
ZNF581	2630
SMIM19	2628
PPP1R7	2625
SMS	2625
DPP7	2624
FLOT1	2622
HIGD1A	2621
HDAC1	2618
EMG1,LPCAT3	2614
PQBP1	2614
COA3	2612
DPY30	2611
UBL7	2611
TNFRSF14	2610
ARHGAP30	2608
DBNL	2608
CCDC50	2606
EIF2S1	2603
ARPP19	2593
TRABD	2593
SMDT1,NDUFA6	2591
TMEM165	2591
RTF1	2585
COMMD1	2584
NAXE	2584
AIP	2582
SCAF11	2581
CUEDC2	2579
NAA20	2576
RC3H1	2576
DECR1	2575
MYBL2	2574
TUBG1	2572
ZFP36L1	2570
TAX1BP1	2568
TRAC	2568
ORAI2	2565
USP48	2565
PDCD4	2564
CXXC5	2563
EMC7	2557
ENSG00000249590,MTFP1	2556
ATP5ME	2555
PIM2	2553
SSB	2551
DAP3	2550
ARF3	2548
DNAJC4	2547
YTHDF2	2539
JAGN1	2538
PPP1CB	2536
CTSS	2532
INO80B-WBP1,WBP1	2530
